text,target
an uneven look into grim future that does not come close the level intelligence visual splendour that can be seen in other films based on philip k dick stories,0.0
horrible,0.0
the disjointed mess flows as naturally as jolies hideous yellow do,0.0
bolstered by an astonishing voice cast excepting love hewitt an interesting racial tension storyline that i havent encountered since at least petes dragon,0.0
an authentically vague but ultimately purposeless study in total pandemonium,0.0
makes joke out car chases for an hour then gives us half an hour car chases,0.0
as the sulking moody male hustler in the title role franco has all deans mannerisms self indulgence but none his sweetness vulnerability,0.0
the only thing fear about fear dot com is hitting your head on the theater seat in front you when you doze off thirty minutes into the film,0.0
its too interested in jerking off in all its byzantine incarnations bother pleasuring its audience,0.0
synthetic is the best description this well meaning beautifully produced film that sacrifices its promise for high powered star pedigree,0.0
it concentrates far too much on the awkward interplay utter lack chemistry between chan hewitt,0.0
impostor cant think thing do with these characters except have them run through dark tunnels fight off various anonymous attackers evade elaborate surveillance technologies,0.0
judds characters ought pick up the durable best seller smart women foolish choices for advice,0.0
the script has less spice than rat burger the rocks fighting skills are more in line with steven seagal,0.0
this ill conceived expensive project winds up looking like bunch talented thesps slumming it,0.0
theres choppy surface effect feeling the whole enterprise,0.0
does not get the job done running off the limited chemistry created by ralph fiennes jennifer lopez,0.0
particularly joyless exceedingly dull period coming age tale,0.0
its impossible indulge the fanciful daydreams janice beard eileen walsh when her real life persona is so charmless vacant,0.0
…it was not the subject matter that ultimately defeated the film…it was the unfulfilling incongruous wait second did i miss something ? ending,0.0
this is movie where the most notable observation is how long youve been sitting still,0.0
poor editing bad bluescreen ultra cheesy dialogue highlight the radical action,0.0
its super violent super serious super stupid,0.0
so earnest well meaning so stocked with talent that you almost forget the sheer ponderous awfulness its script,0.0
just string stale gags with no good inside dope no particular bite,0.0
its splash without the jokes,0.0
the château would have been benefited from sharper cleaner script before it went in front the camera not mention sharper cleaner camera lens,0.0
shallow noisy pretentious,0.0
morrissette has performed difficult task indeed hes taken one the worlds most fascinating stories made it dull lifeless irritating,0.0
granddad le nouvelle vague jean luc godard continues baffle the faithful with his games hide seek,0.0
this loud thoroughly obnoxious comedy about pair squabbling working class spouses is deeply unpleasant experience,0.0
its better than the phantom menace but unless youre an absolute raving star wars junkie it is not much fun,0.0
philosophically intellectually logistically mess,0.0
standard police oriented drama that were it not for de niros participation would have likely wound up tnt original,0.0
coupling disgracefully written dialogue with flailing bodily movements that substitute for acting circuit is the awkwardly paced soap opera ish story,0.0
hollywood ending just is not very funny,0.0
though clearly well intentioned this cross cultural soap opera is painfully formulaic stilted,0.0
technical triumph an extraordinary bore,0.0
i can easily imagine benignis pinocchio becoming christmas perennial coal is not as easy come by as it used be this would be worthy substitute for naughty childrens stockings,0.0
two hours junk,0.0
ends up being mostly about ravishing costumes eye filling wide screen production design joans wacky decision stand by her man no matter how many times he demonstrates that hes disloyal satyr,0.0
self congratulatory misguided ill informed if nonetheless compulsively watchable,0.0
clumsily manufactured exploitation flick style free exercise in manipulation mayhem,0.0
the whole affair true story or not feels incredibly hokey it comes off like hallmark commercial,0.0
whats missing is what we call the wow factor,0.0
the nicest thing that can be said about stealing harvard which might have been called freddy gets molested by dog is that its not as obnoxious as tom greens freddie got fingered,0.0
tara reid plays college journalist but she looks like the six time winner the miss hawaiian tropic pageant so i dont know what shes doing in here,0.0
the young stars are too cute the story ensuing complications are too manipulative the message is too blatant the resolutions are too convenient,0.0
normally rohmers talky films fascinate me but when he moves his setting the past relies on historical text he loses the richness characterization that makes his films so memorable,0.0
i highly recommend irwin but not in the way this film showcases him,0.0
its been ## months ### preview screenings since i last walked out on movie but resident evil really earned my indignant preemptive departure,0.0
this picture is mostly lump run the mill profanity sprinkled with few remarks so geared toward engendering audience sympathy that you might think he was running for office or trying win over probation officer,0.0
malone does have gift for generating nightmarish images that will be hard burn out your brain but the movies narrative hook is way too muddled be an effectively chilling guilty pleasure,0.0
though it goes further than both anyone who has seen the hunger or cat people will find little new here but tasty performance from vincent gallo lifts this tale cannibal lust above the ordinary,0.0
blair witch style adventure that plays like bad soap opera with passable performances from everyone in the cast,0.0
diaz wears out her welcome in her most charmless performance,0.0
it is too bad that this likable movie is not more accomplished the actors try hard but come off too amateurish awkward,0.0
the plot has number holes at times its simply baffling,0.0
an ill conceived jumble thats not scary not smart not engaging,0.0
brainless but enjoyably over the top the retro gang melodrama deuces wild represents fifties teen gang machismo in way that borders on rough trade homo eroticism,0.0
gets bogged down by an overly sillified plot stop start pacing,0.0
utter mush conceited pap,0.0
what john does is heroic but we dont condone it one the films stars recently said tortuous comment that perfectly illustrates the pictures moral schizophrenia,0.0
like coming into long running well written television series where youve missed the first half dozen episodes probably wont see the next six,0.0
this is no waterboy !,0.0
its generic villains lack any intrigue other than their funny accents the action scenes are poorly delivered,0.0
dripping with cliche bypassing no opportunity trivialize the material,0.0
hard core slasher aficionados will find things like but overall the halloween series has lost its edge,0.0
stiff schmaltzy clumsily directed,0.0
the story the movie tells is brian de palmas addiction the junk calorie suspense tropes that have all but ruined his career,0.0
too many improbabilities rose colored situations temper what couldve been an impacting film,0.0
generic slasher movie nonsense but its not without style,0.0
with tiny little jokes nary an original idea this sappy ethnic sleeper proves that not only blockbusters pollute the summer movie pool,0.0
it sticks rigidly the paradigm rarely permitting its characters more than two obvious dimensions repeatedly placing them in contrived well worn situations,0.0
ever see one those comedies that just seem like bad idea from frame one ?,0.0
once ice t sticks his mug in the window the couples bmw begins haranguing the wife in bad stage dialogue all credibility flies out the window,0.0
the best drug addition movies are usually depressing but rewarding quitting however manages just be depressing as the lead actor phones in his autobiographical performance,0.0
it would be great see this turd squashed under truck preferably semi,0.0
in the end all you can do is admire the ensemble players wonder what the point it is,0.0
for most movies ## minutes is short but this one feels like life sentence,0.0
while glover the irrepressible eccentric rivers edge dead man back the future is perfect casting for the role he represents bartlebys main overall flaw,0.0
something has been lost in the translation another routine hollywood frightfest in which the slack execution italicizes the absurdity the premise,0.0
shatner is probably the funniest person in the film which gives you an idea just how bad it was,0.0
tries so hard be quirky funny that the strain is all too evident,0.0
as immaculate as stuart little 2 is it could be lot better if it were well more adventurous,0.0
simply re hash the other seven films,0.0
with jump cuts fast editing lots pyrotechnics yu clearly hopes camouflage how bad his movie is he fails,0.0
i found myself more appreciative what the director was trying do than what he had actually done,0.0
very depressing movie many missed opportunities,0.0
goes on on the point nausea,0.0
by turns numbingly dull witted disquietingly creepy,0.0
boy has this franchise ever run out gas,0.0
one problem with the movie directed by joel schumacher is that it jams too many prefabricated story elements into the running time,0.0
the comedy is nonexistent,0.0
bland pretentious mess,0.0
its pedestrian flat drama that screams out amateur in almost every frame,0.0
bland animated sequel that hardly seems worth the effort,0.0
its not just the vampires that are damned in queen the damned the viewers will feel they suffer the same fate,0.0
if religious films arent your bailiwick stay away otherwise this could be passable date film,0.0
this is the case pregnant premise being wasted by script that takes few chances manages insult the intelligence everyone in the audience,0.0
the pace the visuals are so hyped up that curious sense menace informs everything,0.0
stuffy full itself morally ambiguous nothing shout about,0.0
it is most the things costner movies are known for its sanctimonious self righteous so eager earn our love that you want slap it,0.0
dont let the subtitles fool you the movie only proves that hollywood no longer has monopoly on mindless action,0.0
chais structure pacing are disconcertingly slack,0.0
be oblivious the existence this film would be very sweet indeed,0.0
the director with his fake backdrops stately pacing never settles on consistent tone,0.0
one just waits grimly for the next shock without developing much attachment the characters,0.0
instead panoramic sweep kapur gives us episodic choppiness undermining the storys emotional thrust,0.0
the director seems take an unseemly pleasure in the characters misery at the same time congratulate himself for having the guts confront it,0.0
this dubious product college spawned colgate u comedy ensemble known as broken lizard plays like mix cheech chong chips,0.0
the movie does not think much its characters its protagonist or us,0.0
super troopers is an odd amalgam comedy genres existing somewhere between the often literal riffs early zucker brothers abrahams films the decidedly foul stylings their post modern contemporaries the farrelly brothers,0.0
will always be remembered for the 9 ## terrorist attacks after seeing the film i can tell you that theres no other reason why anyone should bother remembering it,0.0
made me feel uneasy even queasy because solondzs cool compassion is on the border bemused contempt,0.0
as kind colorful dramatized pbs program frida gets the job done but for that why not watch documentary ?,0.0
with minimal imagination you could restage the whole thing in your bathtub,0.0
nights feels more like quickie tv special than feature film its not even tv special youd bother watching past the second commercial break,0.0
although visually striking slickly staged its also cold grey antiseptic emotionally desiccated,0.0
you can see where big bad love is trying go but it never quite gets there,0.0
friday after next is the kind film that could only be made by african americans because its broad racial insensitivity towards african americans,0.0
its not as awful as some the recent hollywood trip tripe but its far from groundbreaking endeavor,0.0
the only thing swept away is the one hour thirty three minutes spent watching this waste time,0.0
one sided documentary offers simplistic explanations very complex situation stylistically the movie is disaster,0.0
the corpse count ultimately overrides what little we learn along the way about vicarious redemption,0.0
as violent profane exploitative as the most offensive action flick youve ever seen,0.0
egoyans work often elegantly considers various levels reality uses shifting points view but here he has constructed film so labyrinthine that it defeats his larger purpose,0.0
life or something like it has its share high points but it misses too many opportunities,0.0
this is truly truly bad movie,0.0
despite bearing the paramount imprint its bargain basement european pickup whats hard understand is why anybody picked it up wiser souls would have tactfully pretended not see it left it lying there,0.0
believability was not one the films virtues,0.0
sewer rats could watch this movie be so skeeved out that theyd need shower,0.0
the santa clause 2s plot may sound like it was co written by mattel executives lobbyists for the tinsel industry,0.0
his best film remains his shortest the hole which makes many the points that this film does but feels less repetitive,0.0
just another disjointed fairly predictable psychological thriller,0.0
stumbles over every cheap trick in the book trying make the outrage come even easier,0.0
even the hastily amateurishly drawn animation cannot engage,0.0
kung pow is oedekerks realization his childhood dream be in martial arts flick proves that sometimes the dreams youth should remain just that,0.0
busy urban comedy is clearly not zhangs forte his directorial touch is neither light nor magical enough bring off this kind whimsy,0.0
well meaning but inert,0.0
not completely loveable but what underdog movie since the bad news bears has been ? but certainly hard hate,0.0
movie that cant get sufficient distance from leroys delusions escape their maudlin influence,0.0
its young guns meets goodfellas in this easily skippable hayseeds vs greaseballs mob action comedy,0.0
louiso lets the movie dawdle in classic disaffected indie film mode brother hoffmans script stumbles over late inning twist that just does not make sense,0.0
the movie straddles the fence between escapism social commentary on both sides it falls short,0.0
the film is old fashioned occasionally charming as subtle as boldface,0.0
cant get enough libidinous young city dwellers ? try this obscenely bad dark comedy so crass that it makes edward burns sidewalks new york look like oscar wilde,0.0
in the new guy even the bull gets recycled,0.0
overly melodramatic,0.0
largely this is movie that also does it by the numbers,0.0
on top foundering performance madonnas denied her own athleticism by lighting that emphasizes every line sag,0.0
the result is an action film mired in stasis,0.0
this is the first full scale world war 2 flick from hong kongs john woo hes not good with people,0.0
patchy combination soap opera low tech magic realism at times ploddingly sociological commentary,0.0
stevens is so stoked make an important film about human infidelity happenstance that he tosses kitchen sink onto story already overladen with plot conceits,0.0
so boring that even its target audience talked all the way through it,0.0
one the more glaring signs this movies servitude its superstar is the way it skirts around any scenes that might have required genuine acting from ms spears,0.0
hollywood ending is the most disappointing woody allen movie ever he has great cast great idea but the execution is flop with the exception about six gags that really work,0.0
generically forgettably pleasant from start finish,0.0
its just hard believe that life like this can sound so dull,0.0
when not wallowing in its characters frustrations the movie is busy contriving false sitcom worthy solutions their problems,0.0
an overstylized puréed mélange sex psychology drugs philosophy sometimes entertaining sometimes indulgent but never less than pure wankery,0.0
lovely amazing unhappily is neither excessively strained contrived,0.0
ringu is disaster story full holes completely lacking in chills ignore the reputation ignore the film,0.0
this one is few bits funnier than malles dud if only because the cast is so engagingly messing around like slob city reductions damon runyon crooks,0.0
its painful watch witherspoons talents wasting away inside unnecessary films like legally blonde sweet home abomination i mean alabama,0.0
plodding teen remake thats so mechanical you can smell the grease on the plot twists,0.0
trying figure out the rules the country bear universe when are bears bears when are they like humans only hairier would tax einsteins brain,0.0
even in terms the low grade cheese standards on which it operates it never quite makes the grade as tawdry trash,0.0
amidst the action the script carries arnold the viewers into the forbidden zone sympathizing with terrorist motivations by presenting the other side the story,0.0
rife with nutty cliches far too much dialogue,0.0
its ### year old mystery that is constantly being interrupted by elizabeth hurley in bathing suit,0.0
one big laugh three or four mild giggles whole lot not much else,0.0
too intensely focused on the travails being hal hartley function as pastiche no such thing is hartleys least accessible screed yet,0.0
kenneth branaghs energetic sweet sour performance as curmudgeonly british playwright grounds this overstuffed erratic dramedy in which he his improbably forbearing wife contend with craziness child rearing in los angeles,0.0
director uwe boll writer robert dean klein fail generate any interest in an unsympathetic hero caught up in an intricate plot that while cleverly worked out cannot overcome blah characters,0.0
ms phoenix is completely lacking in charm charisma is unable project either esthers initial anomie or her eventual awakening,0.0
the movie fails portray its literarily talented notorious subject as anything much more than dirty old man,0.0
extremely bad,0.0
clichéd shallow cautionary tale about the hard partying lives gay men,0.0
the fetid underbelly fame has never looked uglier,0.0
little weak it is not that funny,0.0
while it is welcome see chinese film depict homosexual relationship in mature frank fashion lan yu never catches dramatic fire,0.0
the script boasts some tart tv insider humor but the film has not trace humanity or empathy,0.0
despite the pyrotechnics narc is strictly by the book,0.0
in both the writing cutting it does not achieve the kind dramatic unity that transports you you end up simply admiring this bit or that this performance or that,0.0
cacoyannis is perhaps too effective in creating an atmosphere dust caked stagnation labored gentility,0.0
worth seeing once but its charm quickly fades,0.0
the original was not good movie but this remake makes it look like masterpiece !,0.0
one suspects that craven endorses they simply because this movie makes his own look much better by comparison,0.0
gere gives good performance in film that does not merit it,0.0
your appreciation it will depend on what experiences you bring it what associations you choose make,0.0
includes too much obvious padding,0.0
theres no palpable chemistry between lopez male lead ralph fiennes plus the script by working girl scribe kevin wade is workmanlike in the extreme,0.0
im not sure which half dragonfly is worse the part where nothings happening or the part where somethings happening but its stupid,0.0
dont expect any subtlety from this latest entry in the increasingly threadbare gross out comedy cycle,0.0
the only camouflage carvey should now be considering is paper bag wear over his head when he goes out into public avoid being recognized as the man who bilked unsuspecting moviegoers,0.0
shot like postcard overacted with all the boozy self indulgence that brings out the worst in otherwise talented actors,0.0
spains greatest star wattage does not overcome the tumult maudlin tragedy,0.0
movie that quite simply should not have been made,0.0
conforms itself with creating game whos who where the characters moves are often more predictable than their consequences,0.0
looks feels like low budget hybrid scarface or carlitos way,0.0
the script is tired one with few moments joy rising above the stale material,0.0
suffers from all the excesses the genre,0.0
the verdict two bodies hardly laugh between them,0.0
the latest adam sandler assault possibly the worst film the year,0.0
downbeat period perfect biopic hammers home heavy handed moralistic message,0.0
while the film is competent its also uninspired lacking the real talent wit elevate it beyond its formula the level classic romantic comedy which it aspires,0.0
they ought be whole lot scarier than they are in this tepid genre offering,0.0
its harmless diverting fluff but its hard imagine more generic effort in the genre,0.0
its just plain lurid when it is not downright silly,0.0
comedy troupe broken lizards first movie is very funny but too concerned with giving us plot,0.0
pap invested in undergraduate doubling subtexts ridiculous stabs at existentialism reminding the discovery the wizard god in the fifth trek flick,0.0
horror movie with seriously dumb characters which somewhat dilutes the pleasure watching them stalked by creepy crawly bug things that live only in the darkness,0.0
its film with an idea buried somewhere inside its fabric but never clearly seen or felt,0.0
all in all reign fire will be good successful rental,0.0
occasionally funny sometimes inspiring often boring,0.0
movie in which two not very absorbing characters are engaged in romance you cant wait see end,0.0
the predominantly amateur cast is painful watch so stilted unconvincing are the performances,0.0
who are they ? well theyre they theyre the unnamed easily substitutable forces that serve as whatever terror the heroes horror movies try avoid they exist for hushed lines like theyre back ! theyre out there ! theyre coming !,0.0
elegantly crafted but emotionally cold puzzle whose intricate construction one can admire but is difficult connect with on any deeper level,0.0
were dylan thomas alive witness first time director ethan hawkes strained chelsea walls he might have been tempted change his landmark poem do not go gentle into that good theater,0.0
the story has its redundancies the young actors not very experienced are sometimes inexpressive,0.0
im sure the filmmaker would disagree but honestly i dont see the point its visual rorschach test i must have failed,0.0
the film is really closer porn than serious critique whats wrong with this increasingly pervasive aspect gay culture,0.0
murder by numbers just does not add up,0.0
clare peploes airless movie adaptation could use little american pie like irreverence,0.0
video games are more involving than this mess,0.0
clayburgh tambor are charming performers neither them deserves eric schaeffer,0.0
pale xerox other better crime movies,0.0
hokey piece nonsense that tries too hard be emotional,0.0
illiterate often inert sci fi action thriller,0.0
perfect example rancid well intentioned but shamelessly manipulative movie making,0.0
the adventure does not contain half the excitement balto or quarter the fun toy story 2,0.0
essentially collection bits theyre all naughty,0.0
mess the screenplay does too much meandering norton has recite bland police procedural details fiennes wanders around in an attempt seem weird distanced hopkins looks like drag queen,0.0
the screenplay by james eric james horton director peter ofallon is so pat it makes your teeth hurt,0.0
before it takes sudden turn devolves into bizarre sort romantic comedy steven shainbergs adaptation mary gaitskills harrowing short story is brilliantly played deeply unsettling experience,0.0
solaris is rigid evasive in ways that soderberghs best films erin brockovich out sight oceans eleven never were,0.0
seems like something american european gay movies were doing ## years ago,0.0
in the process trimming the movie an expeditious ## minutes director roger kumble seems have dumped whole lot plot in favor outrageous gags,0.0
you can see the would be surprises coming mile away the execution these twists is delivered with hammer thumbs down,0.0
the characters are paper thin the plot is so cliched contrived that it makes your least favorite james bond movie seem as cleverly plotted as the usual suspects,0.0
del toro mam notains dark mood that makes the film seem like something endure instead enjoy,0.0
the movie eventually snaps under the strain its plot contrivances its need reassure,0.0
the real question this movie poses is not who ? but why ?,0.0
now heres sadistic bike flick that would have made vittorio de sica proud,0.0
movie thats about as overbearing over the top as the family it depicts,0.0
movie in which laughter self exploitation merge into jolly soft porn empowerment,0.0
occasionally interesting but essentially unpersuasive footnote still evolving story,0.0
if were slap protagonist genevieve leplouff because shes french do we have that same option slap her creators because theyre clueless inept ?,0.0
moretti plays giovanni psychiatrist who predictably finds it difficult sustain interest in his profession after the family tragedy too predictably in fact,0.0
alternative medicine obviously has its merits but ayurveda does the field no favors,0.0
this thing works on no level whatsoever for me,0.0
it follows the basic plot trajectory nearly every schwarzenegger film someone crosses arnie arnie blows things up,0.0
ice age posits heretofore unfathomable question is it possible for computer generated characters go through the motions ?,0.0
an incoherent jumble film thats rarely as entertaining as it could have been,0.0
they missed the boat,0.0
more dutiful than enchanting terribly episodic lacking the spark imagination that might have made it an exhilarating treat,0.0
laconic very stilted in its dialogue this indie flick never found its audience probably because its extremely hard relate any the characters,0.0
the comedy death smoochy is rancorous curiosity movie without an apparent audience,0.0
barneys ideas about creation identity dont really seem all that profound at least by way what can be gleaned from this three hour endurance test built around an hours worth actual material,0.0
affleck merely creates an outline for role he still needs grow into role that ford effortlessly filled with authority,0.0
cinematic pyrotechnics aside the only thing avary seems care about are mean giggles pulchritude it makes sense that he went back school check out the girls his film is frat boys idea good time,0.0
the narrative is so consistently unimaginative that probably the only way have saved the film is with the aid those wisecracking mystery science theater #### guys,0.0
nothing more or less than an outright bodice ripper it should have ditched the artsy pretensions revelled in the entertaining shallows,0.0
living testament the power the eccentric the strange the fact that it is not very good is almost beside the point,0.0
feels less like cousin blade runner than like bottom feeder sequel in the escape from new york series,0.0
what might have been acceptable on the printed page iles book does not translate well the screen,0.0
if oscar had category called best bad film you thought was going be really awful but was not guys would probably be duking it out with the queen the damned for the honor,0.0
poky pseudo serious exercise in sham actor workshops an affected malaise,0.0
mediocre fable from burkina faso,0.0
fessenden has nurtured his metaphors at the expense his narrative but he does display an original talent,0.0
since the movie is based on nicholas sparks best seller you know death is lurking around the corner just waiting spoil things,0.0
bottom rung new jack city wannabe,0.0
fincher takes no apparent joy in making movies he gives none the audience,0.0
its mildly amusing but i certainly cant recommend it,0.0
nicholas nickleby celebrates the human spirit with such unrelenting dickensian decency that it turned me horrors ! into scrooge,0.0
fear dot com is more frustrating than modem that disconnects every ## seconds,0.0
full flatulence jokes mild sexual references kung pow ! is the kind movie thats critic proof simply because it aims so low,0.0
may cause you bite your tongue keep from laughing at the ridiculous dialog or the oh so convenient plot twists,0.0
there are just too many characters saying too many clever things getting into too many pointless situations wheres the movie here ?,0.0
dark dull thriller with parting shot that misfires,0.0
lacking substance soul crossroads comes up shorter than britneys cutoffs,0.0
cassavetes thinks hes making dog day afternoon with cause but all hes done is reduce everything he touches shrill didactic cartoon,0.0
buries an interesting storyline about morality the choices we make underneath such mountain clichés borrowed images that it might more accurately be titled mr chips off the old block,0.0
although sensitive fault its often overwritten with surfeit weighty revelations flowery dialogue nostalgia for the past roads not taken,0.0
its so badly made on every level that im actually having hard time believing people were paid make it,0.0
without non stop techno or the existential overtones kieslowski morality tale maelström is just another winter sleepers,0.0
nicks seemingly uncertain whats going make people laugh runs the gamut from stale parody raunchy sex gags formula romantic comedy,0.0
for creativity but comes across more as sketch for full length comedy,0.0
if theres one thing this world needs less its movies about college that are written directed by people who couldnt pass an entrance exam,0.0
the script kicks in mr hartleys distended pace foot dragging rhythms follow,0.0
eventually every idea in this film is flushed down the latrine heroism,0.0
i am sorry that i was unable get the full brunt the comedy,0.0
no telegraphing is too obvious or simplistic for this movie,0.0
looks feels like project better suited for the small screen,0.0
in its best moments resembles bad high school production grease without benefit song,0.0
indifferently implausible popcorn programmer movie,0.0
its inoffensive cheerful built inspire the young people set an unending soundtrack beach party pop numbers aside from its remarkable camerawork awesome scenery its about as exciting as sunburn,0.0
his comedy premises are often hackneyed or just plain crude calculated provoke shocked laughter without following up on deeper level,0.0
christina ricci comedy about sympathy hypocrisy love is misfire,0.0
at times the suspense is palpable but by the end theres sense that the crux the mystery hinges on technicality that strains credulity leaves the viewer haunted by the waste potential,0.0
they should have called it gutterball,0.0
thekids will probably stay amused at the kaleidoscope big colorful characters mom dad can catch some quality naptime along the way,0.0
its too self important plodding be funny too clipped abbreviated be an epic,0.0
the best that can be said about the work here scottish director ritchie is that he obviously does not have his heart in it,0.0
less dizzying than just dizzy the jaunt is practically over before it begins,0.0
slick piece cross promotion,0.0
taylor appears have blown his entire budget on soundtrack rights had nothing left over for jokes,0.0
it believes its revealing some great human truths when in reality its churning ground that has long passed the point being fertile,0.0
by turns pretentious fascinating ludicrous provocative vainglorious,0.0
it all drags on so interminably its like watching miserable relationship unfold in real time,0.0
villeneuve spends too much time wallowing in bibis generic angst there are lot shots her gazing out windows,0.0
theres only so much anyone can do with florid overplotted anne rice rock n roll vampire novel before the built in silliness the whole affair defeats them,0.0
its another video movie photographed like film with the bad lighting thats often written off as indie film naturalism,0.0
the techno tux is good for few laughs as are chan hewitt but when such good design turns out be cheap knockoff we cant recommend anything but rental for the tuxedo,0.0
i got headache watching this meaningless downer,0.0
apart from dazzling cinematography weve seen just about everything in blue crush in one form or the other,0.0
too much the humor falls flat,0.0
detox is ultimately pointless endeavor,0.0
van wilder does not bring anything new the proverbial table but it does possess coherence absent in recent crass thons like tomcats freddy got fingered slackers,0.0
the piquant story needs more dramatic meat on its bones,0.0
very special effects brilliantly bold colors heightened reality cant hide the giant achilles heel in stuart little 2 theres just no story folks,0.0
the plot combines the blues brothers almost famous but with bears g rating with an excruciating dollop disney sentimentality mixed in for good measure,0.0
no way i can believe this load junk,0.0
roger michell notting hill directs morality thriller,0.0
its dumb but more importantly its just not scary,0.0
there is no pleasure in watching child suffer just embarrassment vague sense shame,0.0
the movies accumulated force still feels like an ugly knot tightening in your stomach but is that knot from dramatic tension or symptom artistic malnutrition ?,0.0
even with green mohawk sheet fire red flame tattoos covering his shoulder however kilmer seems be posing rather than acting that leaves hole in the center the salton sea,0.0
theres just no currency in deriding james bond for being clichéd doddering misogynistic boys club,0.0
when the film ended i felt tired drained wanted lie on my own deathbed for while,0.0
full witless jokes dealing in broad stereotypes outrageously unbelievable scenarios saddled with general air misogyny,0.0
the films hackneyed message is not helped by the thin characterizations nonexistent plot pretentious visual style,0.0
the iditarod lasts for days this just felt like it did,0.0
it feels like an after school special gussied up with some fancy special effects watching its rote plot points connect is about as exciting as gazing at an egg timer for ## minutes,0.0
this movie is maddening it conveys simple message in visual style that is willfully overwrought,0.0
should have been someone else,0.0
the film is based on truth yet there is something about it that feels incomplete as if the real story starts just around the corner,0.0
why make documentary about these marginal historical figures ? wouldnt one about their famous dad author death in venice etc be more valuable ?,0.0
the lower your expectations the more youll enjoy it,0.0
rarely has leukemia looked so shimmering benign,0.0
… is an arthritic attempt at directing by callie khouri i had look away this was god awful,0.0
even in this less than magic kingdom reese rules,0.0
velocity represents everything wrong with independent film as commodified sold out concept on the american filmmaking scene,0.0
just one bad idea after another,0.0
because an unnecessary clumsy last scene swimfan left me with very bad feeling,0.0
though moonlight mile is replete with acclaimed actors actresses tackles subject thats potentially moving the movie is too predictable too self conscious reach level high drama,0.0
movie that hovers somewhere between an acute character study trite power struggle,0.0
i cant recommend it but its surprisingly harmless,0.0
corpus collosum while undeniably interesting wore out its welcome well before the end credits rolled about ## minutes in,0.0
the last ## minutes are somewhat redeeming but most the movie is the same teenage american road trip drek weve seen before only this time you have read the fart jokes,0.0
its hard like film about guy who is utterly unlikeable shiner starring michael caine as an aging british boxing promoter desperate for taste fame fortune is certainly that,0.0
by the numbers effort that wont do much enhance the franchise,0.0
involves two mysteries one it gives away the other featuring such badly drawn characters that its outcome hardly matters,0.0
overall the film feels like low budget tv pilot that could not find buyer play it on the tube,0.0
its the quality lesser harrison ford movie six days seven nights maybe or that dreadful sabrina remake,0.0
it appears that something has been lost in the translation the screen,0.0
despite all evidence the contrary this clunker has somehow managed pose as an actual feature movie the kind that charges full admission gets hyped on tv purports amuse small children ostensible adults,0.0
shrewd but pointless,0.0
an unclassifiably awful study in self audience abuse,0.0
sluggish tonally uneven,0.0
this movie is something an impostor itself stretching padding its material in blur dead ends distracting camera work,0.0
hey arnold ! the movie could have been made ## years ago parents appreciation it may depend on whether they consider that good thing,0.0
this one is definitely one skip even for horror movie fanatics,0.0
excessive profane packed with cartoonish violence comic strip characters,0.0
once the ## year old benigni appears as the title character we find ourselves longing for the block wood come back,0.0
working class us vs them opera that leaves no heartstring untugged no liberal cause unplundered,0.0
if the movie succeeds in instilling wary sense there but for the grace god it is far too self conscious draw you deeply into its world,0.0
there are simply too many ideas floating around part farce part sliding doors part pop video yet failing exploit them,0.0
it takes strange kind laziness waste the talents robert forster anne meara eugene levy reginald veljohnson all in the same movie,0.0
we havent seen such hilarity since say it is not so !,0.0
expect the same old lame old slasher nonsense just with different scenery,0.0
the cold turkey wouldve been far better title,0.0
the idea ## year old roberto benigni playing the wooden boy pinocchio is scary enough the reality the new live action pinocchio he directed cowrote starred in borders on the grotesque,0.0
the ga zillionth airhead movie about wife in distress who resorts desperate measures,0.0
zaidans script has barely enough plot string the stunts together not quite enough characterization keep the faces straight,0.0
try as i may i cant think single good reason see this movie even though everyone in my group extemporaneously shouted thank you ! when leguizamo finally plugged an irritating character late in the movie,0.0
while its nice watch movie that has not been focus grouped into tedium yus cinematic alchemy produces nearly as much lead as gold,0.0
it treats women like idiots,0.0
though catch me if you can is not badly made the fun slowly leaks out the movie,0.0
just an average comedic dateflick but not waste time,0.0
valueless kiddie paean pro basketball underwritten by the nba,0.0
impostor has handful thrilling moments couple good performances but the movie does not quite fly for starters the story is just too slim,0.0
so much facile technique such cute ideas so little movie,0.0
the experience going film festival is rewarding one the experiencing sampling one through this movie is not,0.0
the film takes the materials human tragedy dresses them in lovely costumes southern california locations star power,0.0
it has its moments swaggering camaraderie but more often just feels generic derivative done death,0.0
almost gags on its own gore,0.0
how do you spell cliché ?,0.0
its sweet harmless dumb occasionally funny about as compelling as fishing show,0.0
the moviegoing equivalent going dinner party being forced watch the host hostesss home video their babys birth,0.0
while hill has learned new tricks the tricks alone are not enough salvage this lifeless boxing film,0.0
in the real world an actor this uncharismatically beautiful would have résumé loaded with credits like girl in bar 3,0.0
too much it feels unfocused underdeveloped,0.0
under ## ? giggle minute over age ## ? big fat waste time,0.0
hey arnold ! the movie is what happens when you blow up small potatoes ## times their natural size it am not pretty,0.0
sometimes seems less like storytelling than something the otherwise compelling director needed get off his chest,0.0
this is not the undisputed worst boxing movie ever but its certainly not champion the big loser is the audience,0.0
you really have wonder how on earth anyone anywhere could have thought theyd make audiences guffaw with script as utterly diabolical as this,0.0
in the end we are left with something like two ships passing in the night rather than any insights into gay love chinese society or the price one pays for being dishonest,0.0
